time_s,EMG_RMS,EMG_Slope,IMU_Amplitude,IMU_Phase
869.125,0.01547461934281819,-0.1162022176391317,0.01414213562373095,3.1415926535897905
869.126,0.015358417125181807,-0.05258966082406413,0.01414213562373095,3.1415926535897913
869.127,0.01536944002117255,0.42029099205131537,0.01414213562373095,3.1415926535897913
869.1279999999999,0.01619899910926456,1.1925923896330888,0.01414213562373095,3.141592653589792
869.1289999999999,0.017754624800382323,1.035804437129963,0.01414213562373095,3.1415926535897922
869.13,0.018270607983475066,0.24731290867642208,0.01414213562373095,3.1415926535897922
869.131,0.018249250617812674,0.9370865867808895,0.01414213562373095,3.141592653589792
869.132,0.020144781156992527,3.7111616548913027,0.01414213562373095,3.1415926535897922
869.1329999999999,0.025671573927419766,2.8402313458066306,0.01414213562373095,3.1415926535897922
869.134,0.025825243848183504,4.762475149752234,0.01414213562373095,3.1415926535897922
869.135,0.03519652422619251,11.463711179707316,0.01414213562373095,3.1415926535897922
869.136,0.04875266620705598,9.501338622870165,0.01414213562373095,3.1415926535897922
869.137,0.05419920147148349,5.198174809302358,0.01414213562373095,3.1415926535897922
869.1379999999999,0.05914901582541485,6.950526325547486,0.01414213562373095,3.1415926535897922
869.139,0.06810025412349482,6.519415094374409,0.01414213562373095,3.1415926535897922
869.14,0.07218784601514944,2.0796933773045865,0.01414213562373095,3.1415926535897922
869.141,0.07225964087800564,0.9149870487175988,0.01414213562373095,3.1415926535897922
869.1419999999999,0.07401782011254136,1.1422265800499218,0.01414213562373095,3.1415926535897922
869.1429999999999,0.07454409403805147,0.28500032765312966,0.01414213562373095,3.1415926535897922
869.144,0.07458782076781167,0.12024653206760405,0.01414213562373095,3.1415926535897922
869.145,0.07478458710217727,0.32006063294191733,0.01414213562373095,3.1415926535897922
869.146,0.07522794203368037,0.36111037760500864,0.01414213562373095,3.1415926535897922
869.1469999999999,0.0755068078573702,0.2133596100269486,0.01414213562373095,3.1415926535897922
869.1479999999999,0.07565466125372418,0.16079836529382163,0.01414213562373095,3.1415926535897927
869.149,0.07582840458797147,0.19056669913278768,0.01414213562373095,3.1415926535897927
869.15,0.07603579465199858,0.1879409838562438,0.01414213562373095,3.1415926535897927
869.151,0.07620428655567507,0.14970199140802265,0.01414213562373095,3.1415926535897927
869.1519999999999,0.07633519863480755,0.12737566656173982,0.01414213562373095,3.1415926535897927
869.1529999999999,0.07645903788879252,0.12165987882715967,0.01414213562373095,3.1415926535897927
869.154,0.07657851839246944,0.11415847415221947,0.01414213562373095,3.1415926535897927
869.155,0.07668735483710575,0.10441481900435434,0.01414213562373095,3.1415926535897927
869.156,0.07678734803047321,0.09344681162742319,0.01414213562373095,3.1415926535897927
869.1569999999999,0.07687424846035618,0.07995876195143126,0.01414213562373095,3.1415926535897927
869.158,0.0769472655543798,0.07614766072680368,0.01414213562373095,3.1415926535897927
869.159,0.07702654378181413,0.087011581631522,0.01414213562373095,3.1415926535897927
869.16,0.07712128871763874,0.08104607215963,0.01414213562373095,3.1415926535897927
869.161,0.07718863592612955,0.050030027364663,0.01414213562373095,3.1415926535897927
869.1619999999999,0.0772213487723657,0.050242642446079344,0.01414213562373095,3.1415926535897927
869.163,0.07728912121102903,0.11925180708676208,0.01414213562373095,3.1415926535897927
869.164,0.07745985238653542,0.1165200747584123,0.01414213562373095,3.141592653589793
869.165,0.07752216136054034,0.0340336104260075,0.01414213562373095,3.141592653589793
869.1659999999999,0.07752791960738584,0.034156624984042594,0.01414213562373095,3.1415926535897927
869.1669999999999,0.0775904746105068,0.5050805323109842,0.01414213562373095,3.1415926535897927
869.168,0.07853808067214196,0.5083254801395825,0.01414213562373095,3.1415926535897927
869.169,0.0786071255709196,2.4582274015723584,0.01414213562373095,3.1415926535897927
869.17,0.08345453547517043,8.564866985483121,0.01414213562373095,3.1415926535897927
869.1709999999999,0.09573685954148078,8.144643516889559,0.01414213562373095,3.1415926535897927
869.1719999999999,0.09974382250856435,2.031802575473961,0.01414213562373095,3.1415926535897927
869.173,0.0998004646921145,0.40348545249903367,0.01414213562373095,3.1415926535897927
